Player Name,Age,Positions,Team,Salary,TOI Org ES,TOI Org PP,TOI Org PK,GP Org,GP,TOI ES,TOI PP,TOI PK,Total TOI,Goals,Assists,Points,PPG,PPA,PP Points,SHG,SHA,SHP,Hits,BLK,PIM,FOW,FOL,SOG,"""+/-""",VOR,Rank,Unadj VOR,FP Unadj,PlayerId,Fantasy Team,,
Connor McDavid,29,C,EDM,"$12,500,000",18.65,3.50,0.23,77,77,18.65,3.50,0.23,22.38,36,91,127,10,36,46,0,0,0,66,32,28,430,450,239,32,1060,2,1411,790,8478402,,,Use the button below to reset the TOI for the Skater Projections
Nathan MacKinnon,30,C,COL,"$12,600,000",18.69,3.68,0.06,80,80,18.69,3.68,0.06,22.43,39,76,115,9,26,35,0,0,0,44,61,32,687,720,313,26,1040,3,1391,941,8477492,,,
Nikita Kucherov,32,RW,TB,"$9,500,000",17.30,3.59,0.01,78,78,17.30,3.59,0.01,20.90,34,80,114,8,35,43,0,0,0,32,34,30,1,1,244,16,929,4,1233,549,8476453,,,
Leon Draisaitl,30,"C,LW",EDM,"$14,000,000",18.14,3.40,0.19,78,78,18.14,3.40,0.19,21.73,46,64,110,19,21,40,0,0,0,38,33,36,701,586,227,28,915,5,1215,831,8477934,,,
David Pastrnak,29,RW,BOS,"$11,250,000",16.49,3.30,0.03,82,82,16.49,3.30,0.03,19.83,45,54,99,11,18,29,0,0,0,65,26,32,4,7,315,11,853,6,1157,580,8477956,,,
Kirill Kaprizov,28,LW,MIN,"$9,000,000",18.85,3.65,0.02,77,77,18.85,3.65,0.02,22.51,46,52,98,16,20,36,0,0,0,43,37,31,0,3,265,15,828,7,1127,543,8478864,,,
Jack Hughes,24,"C,LW",NJ,"$8,000,000",17.23,3.22,0.60,77,77,17.23,3.22,0.60,21.04,36,60,96,9,27,36,0,1,1,12,38,13,267,449,285,10,651,16,951,702,8481559,,,
Artemi Panarin,34,LW,NYR,"$11,642,857",16.25,2.98,0.01,79,79,16.25,2.98,0.01,19.25,35,58,93,8,23,31,0,0,0,20,13,21,1,3,223,2,451,43,751,461,8478550,,,
Mitch Marner,28,RW,VGK,"$12,000,000",16.16,2.89,2.09,78,78,16.16,2.89,2.09,21.14,26,65,91,6,23,29,2,1,3,51,48,19,6,13,162,11,404,51,708,421,8478483,,,Use the button below to reset the GP for the Skater Projections
Auston Matthews,28,C,TOR,"$13,250,000",16.04,2.92,1.28,78,78,16.04,2.92,1.28,20.24,48,41,89,14,12,26,1,0,1,63,95,16,655,504,300,15,746,12,1097,846,8479318,,,
William Nylander,29,"C,RW",TOR,"$11,500,000",16.00,3.07,0.23,82,82,16.00,3.07,0.23,19.30,38,48,86,9,19,28,0,0,0,18,29,21,68,71,248,-1,448,44,752,504,8477939,,,
Jason Robertson,26,"LW,RW",DAL,"$7,750,000",15.02,2.96,0.00,82,82,15.02,2.96,0.00,17.98,34,51,85,11,19,30,0,0,0,62,38,18,5,9,215,10,478,33,778,464,8480027,,,
Cale Makar,27,D,COL,"$9,000,000",19.74,3.67,2.21,79,79,19.74,3.67,2.21,25.62,24,61,85,8,25,33,1,1,2,48,124,19,0,0,237,18,789,8,1035,509,8480069,,,
Sidney Crosby,38,C,PIT,"$8,700,000",16.75,2.99,0.07,79,79,16.75,2.99,0.07,19.82,33,51,84,9,13,22,0,0,0,70,41,32,935,718,218,0,439,45,790,819,8471675,,,
Mikko Rantanen,29,"LW,RW",DAL,"$12,000,000",17.47,3.72,0.02,78,78,17.47,3.72,0.02,21.22,36,48,84,11,18,29,0,0,0,50,44,50,156,141,214,10,664,15,964,509,8478420,,,
Clayton Keller,27,"LW,RW",UTA,"$7,150,000",15.87,3.29,0.08,80,80,15.87,3.29,0.08,19.24,32,50,82,8,21,29,0,0,0,15,32,28,14,23,207,-3,388,53,688,427,8479343,,,
Quinn Hughes,26,D,VAN,"$7,850,000",21.68,3.69,0.35,76,76,21.68,3.69,0.35,25.71,15,66,81,4,30,34,0,0,0,19,73,31,0,0,200,19,567,23,813,426,8480800,,,
Tim Stutzle,24,"C,LW",OTT,"$8,350,000",16.63,3.43,0.25,82,82,16.63,3.43,0.25,20.30,27,54,81,6,23,29,0,0,0,127,48,34,208,232,176,1,588,21,887,515,8482116,,,
Sebastian Aho (F),28,C,CAR,"$9,750,000",14.82,3.29,1.69,78,78,14.82,3.29,1.69,19.80,33,47,80,8,17,25,2,1,3,57,28,34,580,471,204,15,373,56,724,663,8478427,,,
Kyle Connor,29,LW,WPG,"$7,142,857",16.62,2.77,0.62,80,80,16.62,2.77,0.62,20.02,36,43,79,8,16,24,1,0,1,24,36,16,1,4,235,0,316,78,615,449,8478398,,,
Jesper Bratt,27,"LW,RW",NJ,"$7,875,000",14.68,2.81,1.28,81,81,14.68,2.81,1.28,18.77,26,53,79,6,22,28,1,1,2,81,40,11,1,4,191,5,333,71,633,424,8479407,,,
Robert Thomas,26,C,STL,"$8,125,000",16.28,2.49,1.35,80,80,16.28,2.49,1.35,20.12,24,55,79,5,17,22,1,0,1,16,52,27,725,598,148,11,147,125,498,660,8480023,,,
Brandon Hagel,27,"LW,RW",TB,"$6,500,000",16.08,2.43,1.86,82,82,16.08,2.43,1.86,20.36,34,44,78,4,9,13,2,2,4,62,57,54,11,22,196,19,468,36,768,411,8479542,,,
Filip Forsberg,31,LW,NSH,"$8,500,000",15.15,3.02,0.02,82,82,15.15,3.02,0.02,18.19,35,43,78,9,16,25,0,0,0,145,47,36,5,11,271,-2,755,10,1054,505,8476887,,,
Jack Eichel,29,C,VGK,"$10,000,000",15.95,2.79,1.51,77,77,15.95,2.79,1.51,20.25,30,48,78,5,18,23,1,1,2,31,64,12,480,567,238,13,293,85,644,696,8478403,,,
Connor Bedard,20,"C,RW",CHI,"$950,000",18.02,3.15,0.05,82,82,18.02,3.15,0.05,21.22,31,46,77,10,18,28,0,0,0,54,39,51,258,408,227,-31,602,20,906,558,8484144,,,
Macklin Celebrini,19,C,SJ,"$975,000",17.05,3.35,0.17,80,80,17.05,3.35,0.17,20.58,34,43,77,11,15,26,0,0,0,43,62,31,566,610,278,-18,545,26,896,745,8484801,,,
Brayden Point,29,C,TB,"$9,500,000",15.96,3.30,0.02,77,77,15.96,3.30,0.02,19.29,39,38,77,14,12,26,0,0,0,26,43,9,384,414,184,6,164,121,515,591,8478010,,,
Nick Suzuki,26,C,MTL,"$7,875,000",16.24,3.33,0.76,82,82,16.24,3.33,0.76,20.32,28,48,76,7,18,25,1,0,1,61,62,18,639,601,164,1,247,90,598,670,8480018,,,
Matt Boldy,24,"LW,RW",MIN,"$7,000,000",16.67,3.24,0.30,82,82,16.67,3.24,0.30,20.21,34,41,75,9,15,24,0,0,0,54,56,44,56,65,261,3,613,19,912,491,8481557,,,
Dylan Larkin,29,C,DET,"$8,700,000",15.60,2.99,1.21,80,80,15.60,2.99,1.21,19.80,33,42,75,14,15,29,1,0,1,45,36,34,726,616,221,0,412,48,763,731,8477946,,,
Nico Hischier,27,C,NJ,"$7,250,000",15.34,2.85,1.88,77,77,15.34,2.85,1.88,20.06,33,41,74,11,12,23,1,1,2,44,59,14,832,647,193,7,210,103,561,752,8480002,,,
Lucas Raymond,23,RW,DET,"$8,075,000",15.30,3.02,0.54,82,82,15.30,3.02,0.54,18.87,29,45,74,8,20,28,0,1,1,49,34,20,2,6,178,-6,260,87,564,386,8482078,,,
Sam Reinhart,30,"C,RW",FLA,"$8,625,000",15.33,3.13,1.62,80,80,15.33,3.13,1.62,20.08,37,37,74,13,11,24,2,1,3,91,62,17,182,225,203,14,409,49,713,534,8477933,,,
Travis Konecny,28,"LW,RW",PHI,"$8,750,000",16.36,2.72,1.30,82,82,16.36,2.72,1.30,20.38,30,44,74,7,9,16,2,1,3,90,43,59,38,54,212,-2,535,27,834,418,8478439,,,
Jake Guentzel,31,LW,TB,"$9,000,000",15.95,3.23,0.36,77,77,15.95,3.23,0.36,19.54,34,40,74,10,13,23,0,0,0,40,45,25,123,143,203,15,310,81,610,475,8477404,,,
Mark Scheifele,32,C,WPG,"$8,500,000",17.15,2.69,0.13,80,80,17.15,2.69,0.13,19.96,33,40,73,8,11,19,0,0,0,67,52,47,574,590,165,3,339,68,690,628,8476460,,,
Kevin Fiala,29,LW,LA,"$7,875,000",15.24,2.91,0.02,81,81,15.24,2.91,0.02,18.17,30,42,72,10,16,26,0,0,0,63,26,41,13,21,227,11,456,40,756,428,8477942,,,
Wyatt Johnston,22,"C,RW",DAL,"$8,400,000",14.72,2.90,1.34,82,82,14.72,2.90,1.34,18.97,36,36,72,11,11,22,1,1,2,46,47,24,372,349,207,0,300,83,604,575,8482740,,,
Roman Josi,35,D,NSH,"$9,059,000",20.38,3.34,1.14,77,77,20.38,3.34,1.14,24.86,18,54,72,6,22,28,0,1,1,54,139,30,0,0,229,-8,715,13,961,452,8474600,,,
Adam Fox,27,D,NYR,"$9,500,000",18.35,2.97,1.89,78,78,18.35,2.97,1.89,23.21,13,58,71,3,25,28,1,1,2,37,118,32,0,0,138,5,454,42,700,356,8479323,,,
Zach Werenski,28,D,CBJ,"$9,583,333",22.24,2.67,1.50,80,80,22.24,2.67,1.50,26.40,19,52,71,3,18,21,0,1,1,22,142,27,0,0,260,2,615,18,861,470,8478460,,,
Evan Bouchard,26,D,EDM,"$10,500,000",19.89,3.26,0.28,81,81,19.89,3.26,0.28,23.43,15,56,71,5,22,27,0,0,0,43,106,29,0,0,215,23,548,25,793,433,8480803,,,
Erik Karlsson,35,D,PIT,"$11,500,000",20.14,2.85,0.62,82,82,20.14,2.85,0.62,23.60,14,57,71,3,21,24,0,0,0,30,97,27,0,0,188,-13,400,52,646,380,8474578,,,
Tage Thompson,28,"C,RW",BUF,"$7,142,857",15.55,2.77,0.28,75,75,15.55,2.77,0.28,18.60,36,34,70,9,10,19,0,0,0,70,32,30,304,396,234,2,339,69,643,581,8479420,,,
J.T. Miller,32,"C,RW",NYR,"$8,000,000",14.05,2.90,1.10,77,77,14.05,2.90,1.10,18.04,24,46,70,6,18,24,1,1,2,179,52,47,578,417,146,2,559,24,863,596,8476468,,,
Martin Necas,27,RW,COL,"$6,500,000",15.38,3.25,0.10,78,78,15.38,3.25,0.10,18.73,26,43,69,9,17,26,0,0,0,64,27,27,66,101,203,2,286,86,590,430,8480039,,,
Jordan Kyrou,27,RW,STL,"$8,125,000",15.28,2.33,0.01,82,82,15.28,2.33,0.01,17.61,33,36,69,8,11,19,0,0,0,41,36,20,5,9,228,5,206,105,510,420,8479385,,,
Mathew Barzal,28,"C,RW",NYI,"$9,150,000",17.21,2.78,0.04,78,78,17.21,2.78,0.04,20.02,21,48,69,4,15,19,0,0,0,56,56,23,67,100,193,10,207,104,511,422,8478445,,,
Dylan Strome,28,C,WSH,"$5,000,000",14.34,2.86,0.03,82,82,14.34,2.86,0.03,17.23,25,43,68,6,18,24,0,0,0,22,55,25,638,569,146,-6,87,145,438,607,8478440,,,
Adrian Kempe,29,RW,LA,"$5,500,000",14.78,2.67,1.44,80,80,14.78,2.67,1.44,18.89,33,35,68,8,13,21,1,1,2,103,37,44,9,14,228,10,490,31,793,429,8477960,,,
Matvei Michkov,21,RW,PHI,"$950,000",14.34,2.96,0.02,80,80,14.34,2.96,0.02,17.32,30,37,67,9,11,20,0,0,0,30,25,41,20,22,204,0,237,94,541,378,8484387,,,
Carter Verhaeghe,30,LW,FLA,"$7,000,000",15.12,2.53,0.02,80,80,15.12,2.53,0.02,17.66,30,37,67,7,10,17,0,0,0,79,28,38,19,29,228,11,325,74,624,418,8477409,,,
Brady Tkachuk,26,"C,LW",OTT,"$8,205,714",15.05,3.26,0.03,75,75,15.05,3.26,0.03,18.33,34,33,67,13,10,23,0,0,0,239,31,101,191,189,291,7,1221,1,1521,569,8480801,,,
Mika Zibanejad,32,"C,RW",NYR,"$8,500,000",13.78,2.77,1.91,82,82,13.78,2.77,1.91,18.46,25,42,67,10,15,25,1,3,4,48,50,21,476,437,187,-9,220,98,524,582,8476459,,,
Elias Pettersson (F),27,"C,LW",VAN,"$11,600,000",14.94,3.11,0.84,78,78,14.94,3.11,0.84,18.88,25,42,67,7,13,20,1,0,1,92,83,14,487,543,161,5,236,95,536,610,8480012,,,
Lane Hutson,21,D,MTL,"$950,000",19.67,3.33,0.23,82,82,19.67,3.33,0.23,23.23,9,57,66,2,25,27,0,0,0,40,124,32,0,0,109,-6,359,59,604,312,8483457,,,
John Tavares,35,C,TOR,"$4,388,420",14.96,2.68,0.02,76,76,14.96,2.68,0.02,17.66,32,34,66,11,11,22,0,0,0,98,41,33,710,509,200,-1,315,80,666,674,8475166,,,
Alex Tuch,29,RW,BUF,"$4,750,000",14.71,2.28,1.93,81,81,14.71,2.28,1.93,18.92,32,34,66,5,8,13,3,0,3,69,93,37,49,74,192,3,352,63,656,418,8477949,,,
Drake Batherson,27,"LW,RW",OTT,"$4,975,000",14.93,3.13,0.01,82,82,14.93,3.13,0.01,18.07,26,40,66,11,15,26,0,0,0,135,33,30,16,19,192,-6,407,50,706,399,8480208,,,
Nick Schmaltz,29,"C,RW",UTA,"$5,850,000",14.95,3.10,0.46,82,82,14.95,3.10,0.46,18.52,24,42,66,9,12,21,0,1,1,15,43,15,159,176,162,-3,0,179,304,415,8477951,,,
Logan Cooley,21,C,UTA,"$950,000",14.75,2.85,0.93,78,78,14.75,2.85,0.93,18.53,27,38,65,8,14,22,1,0,1,62,33,32,330,428,169,-4,145,126,496,515,8483431,,,
Josh Morrissey,30,D,WPG,"$6,250,000",20.82,2.90,0.57,80,80,20.82,2.90,0.57,24.30,13,52,65,3,20,23,0,0,0,56,115,31,0,0,175,12,433,46,679,379,8477504,,,
Alex DeBrincat,28,"LW,RW",DET,"$7,875,000",14.86,2.86,0.02,82,82,14.86,2.86,0.02,17.74,32,33,65,12,13,25,0,0,0,50,39,29,22,27,224,-8,322,75,622,415,8479337,,,
Matt Duchene,35,"C,RW",DAL,"$4,500,000",14.37,2.30,0.09,81,81,14.37,2.30,0.09,16.76,24,40,64,5,12,17,0,0,0,30,33,17,377,333,145,6,-82,238,222,479,8475168,,,
Nazem Kadri,35,C,CGY,"$7,000,000",15.81,2.73,0.10,82,82,15.81,2.73,0.10,18.64,29,35,64,8,10,18,0,0,0,62,30,49,616,708,248,-8,342,66,692,697,8475172,,,
Dylan Guenther,22,RW,UTA,"$7,142,875",13.56,3.31,0.34,76,76,13.56,3.31,0.34,17.22,31,33,64,15,13,28,0,0,0,59,44,24,10,20,212,-5,317,77,621,409,8482699,,,
Seth Jarvis,23,"C,LW,RW",CAR,"$7,420,087",14.44,3.30,1.71,77,77,14.44,3.30,1.71,19.46,31,33,64,9,10,19,2,1,3,98,52,15,56,88,197,13,219,101,518,436,8482093,,,
Cole Caufield,25,"LW,RW",MTL,"$7,850,000",15.25,3.10,0.01,82,82,15.25,3.10,0.01,18.36,35,29,64,10,9,19,0,0,0,61,28,13,6,8,245,-1,176,112,476,429,8481540,,,
Steven Stamkos,35,"C,LW,RW",NSH,"$8,000,000",14.48,3.04,0.05,81,81,14.48,3.04,0.05,17.58,27,37,64,12,14,26,0,0,0,69,46,38,373,359,181,-11,343,65,643,526,8474564,,,
Alex Ovechkin,40,"LW,RW",WSH,"$9,500,000",13.58,3.88,0.03,72,72,13.58,3.88,0.03,17.50,35,29,64,11,11,22,0,0,0,129,19,20,0,2,231,-3,328,72,627,427,8471214,,,
Ivan Demidov,20,RW,MTL,"$940,833",14.50,3.00,0.00,76,76,14.50,3.00,0.00,17.50,26,37,63,6,13,19,0,0,0,37,25,43,0,0,177,3,158,123,462,334,8484984,,,
Brad Marchand,37,LW,FLA,"$5,250,000",13.58,2.95,1.40,79,79,13.58,2.95,1.40,17.94,26,37,63,8,15,23,1,1,2,89,35,60,7,13,187,-2,456,39,756,358,8473419,,,
Vincent Trocheck,32,C,NYR,"$5,625,000",15.86,2.70,1.93,82,82,15.86,2.70,1.93,20.48,24,39,63,8,8,16,2,1,3,196,76,46,735,513,190,-4,528,28,879,682,8476389,,,
Anze Kopitar,38,C,LA,"$7,000,000",14.82,2.63,1.28,80,80,14.82,2.63,1.28,18.74,20,43,63,4,14,18,0,1,1,36,67,9,738,542,105,9,-161,271,190,591,8471685,,,
Shea Theodore,30,D,VGK,"$7,425,000",19.14,2.72,0.14,78,78,19.14,2.72,0.14,22.00,9,54,63,3,20,23,0,0,0,11,108,20,0,0,151,9,192,107,438,339,8477447,,,
Victor Hedman,35,D,TB,"$8,000,000",18.59,3.02,1.73,76,76,18.59,3.02,1.73,23.35,13,50,63,4,22,26,0,1,1,44,121,35,0,0,170,7,464,37,710,369,8475167,,,
Nikolaj Ehlers,29,"LW,RW",CAR,"$8,500,000",13.15,2.39,0.02,78,78,13.15,2.39,0.02,15.56,25,38,63,6,13,19,0,0,0,43,35,19,5,14,197,6,77,148,377,374,8477940,,,
Rasmus Dahlin,25,D,BUF,"$11,000,000",20.53,3.10,0.83,76,76,20.53,3.10,0.83,24.46,16,47,63,5,17,22,0,0,0,107,114,56,0,0,199,3,707,14,952,393,8480839,,,
Miro Heiskanen,26,D,DAL,"$8,450,000",20.90,3.49,0.74,79,79,20.90,3.49,0.74,25.13,11,51,62,2,24,26,0,0,0,31,121,23,0,0,175,10,359,57,605,373,8480036,,,
Ryan Nugent-Hopkins,32,"C,LW",EDM,"$5,125,000",13.92,2.94,1.72,78,78,13.92,2.94,1.72,18.57,22,39,61,7,19,26,1,1,2,33,40,25,237,243,153,9,90,144,390,438,8476454,,,
Jonathan Marchessault,35,RW,NSH,"$5,500,000",14.53,2.98,0.01,78,78,14.53,2.98,0.01,17.52,28,33,61,7,13,20,0,0,0,79,24,29,15,43,198,-8,179,111,482,376,8476539,,,
Gabriel Vilardi,26,"C,RW",WPG,"$7,500,000",15.04,2.84,0.01,79,79,15.04,2.84,0.01,17.88,30,31,61,10,9,19,0,0,0,30,52,19,78,84,155,2,17,166,321,371,8480014,,,
Pavel Buchnevich,30,"C,LW,RW",STL,"$8,000,000",15.41,2.29,1.20,76,76,15.41,2.29,1.20,18.90,24,37,61,5,10,15,1,0,1,46,31,30,83,139,146,7,-16,192,283,357,8477402,,,
Roope Hintz,29,C,DAL,"$8,450,000",12.97,2.60,1.15,75,75,12.97,2.60,1.15,16.72,29,32,61,8,11,19,2,0,2,48,44,24,374,324,153,8,6,176,357,492,8478449,,,
Bo Horvat,30,C,NYI,"$8,500,000",15.99,2.77,1.02,78,78,15.99,2.77,1.02,19.78,30,31,61,7,7,14,1,0,1,83,43,21,681,502,211,-3,95,143,446,656,8477500,,,
Mats Zuccarello,38,RW,MIN,"$4,125,000",15.95,3.19,0.02,75,75,15.95,3.19,0.02,19.17,17,43,60,4,20,24,0,0,0,36,53,24,18,27,154,0,75,149,379,333,8475692,,,
Jared McCann,29,"C,LW",SEA,"$5,000,000",12.97,2.45,1.43,80,80,12.97,2.45,1.43,16.85,27,33,60,6,12,18,1,1,2,49,41,19,96,105,191,-1,63,152,362,405,8477955,,,
Gabriel Landeskog,33,LW,COL,"$7,000,000",14.00,3.25,0.00,71,71,14.00,3.25,0.00,17.25,27,33,60,11,9,20,0,0,0,111,42,42,249,226,187,11,340,67,640,476,8476455,,,
Troy Terry,28,RW,ANA,"$7,000,000",15.88,2.72,0.12,75,75,15.88,2.72,0.12,18.72,23,37,60,6,9,15,0,0,0,10,30,19,10,16,173,-7,-120,252,184,324,8478873,,,
Andrei Svechnikov,25,"LW,RW",CAR,"$7,750,000",14.24,3.04,0.03,73,73,14.24,3.04,0.03,17.31,25,35,60,9,12,21,0,0,0,156,25,55,2,4,184,2,459,38,759,360,8480830,,,
Patrick Kane,37,RW,DET,"$3,000,000",14.85,2.79,0.01,73,73,14.85,2.79,0.01,17.65,21,38,59,6,17,23,0,0,0,19,23,14,4,6,172,-14,-75,232,229,324,8474141,,,
Sean Monahan,31,C,CBJ,"$5,500,000",14.39,2.52,1.45,80,80,14.39,2.52,1.45,18.35,24,35,59,7,9,16,1,1,2,41,47,20,716,627,165,4,-68,225,283,636,8477497,,,
Brock Nelson,34,C,COL,"$7,500,000",15.22,2.27,0.79,80,80,15.22,2.27,0.79,18.28,27,32,59,4,7,11,1,0,1,38,46,21,516,499,183,-3,-88,239,263,568,8475754,,,
Matthew Knies,23,LW,TOR,"$7,750,000",14.83,2.70,1.07,77,77,14.83,2.70,1.07,18.61,27,32,59,6,11,17,0,1,1,182,40,43,0,1,152,6,359,58,658,346,8482720,,,
Adam Fantilli,21,C,CBJ,"$950,000",15.81,2.25,0.23,82,82,15.81,2.25,0.23,18.28,30,28,58,5,5,10,0,0,0,116,55,23,397,549,206,-7,117,135,468,589,8484166,,,
Claude Giroux,38,"LW,RW",OTT,"$2,000,000",13.50,2.33,2.09,81,81,13.50,2.33,2.09,17.92,19,39,58,4,14,18,1,1,2,60,37,21,453,296,143,-5,-42,203,257,475,8473512,,,
John Carlson,36,D,WSH,"$8,000,000",18.04,3.01,2.66,80,80,18.04,3.01,2.66,23.72,10,48,58,4,19,23,0,1,1,51,148,24,0,0,166,5,385,54,631,366,8474590,,,
Timo Meier,29,"LW,RW",NJ,"$8,800,000",15.87,1.89,0.03,79,79,15.87,1.89,0.03,17.79,30,28,58,9,7,16,0,0,0,137,56,41,15,24,238,-1,455,41,754,424,8478414,,,
Bryan Rust,33,RW,PIT,"$5,125,000",15.41,2.51,1.25,71,71,15.41,2.51,1.25,19.17,27,30,57,4,10,14,1,0,1,65,53,21,6,3,183,-4,45,156,349,350,8475810,,,
Evgeni Malkin,39,"C,LW",PIT,"$6,100,000",14.94,2.45,0.01,74,74,14.94,2.45,0.01,17.41,19,38,57,4,12,16,0,0,0,35,45,45,314,359,139,-12,51,155,351,426,8471215,,,
Mark Stone,33,RW,VGK,"$9,500,000",15.10,2.59,1.22,68,68,15.10,2.59,1.22,18.91,19,38,57,4,12,16,1,1,2,37,45,17,4,9,129,9,-149,270,155,295,8475913,,,
Jonathan Huberdeau,32,"C,LW",CGY,"$10,500,000",14.96,2.68,0.91,80,80,14.96,2.68,0.91,18.55,18,39,57,6,12,18,1,0,1,54,51,33,11,20,132,-11,31,162,331,292,8476456,,,
Will Smith,20,"C,RW",SJ,"$950,000",14.33,2.90,0.04,75,75,14.33,2.90,0.04,17.27,24,32,56,9,11,20,0,0,0,15,18,18,74,120,147,-13,-166,272,138,331,8484227,,,
Kirill Marchenko,25,RW,CBJ,"$3,850,000",15.76,2.53,0.07,79,79,15.76,2.53,0.07,18.37,29,27,56,7,8,15,0,0,0,55,45,17,16,30,194,3,10,172,314,368,8480893,,,
Tyler Toffoli,33,"LW,RW",SJ,"$6,000,000",13.48,2.90,0.07,75,75,13.48,2.90,0.07,16.45,29,27,56,8,9,17,0,0,0,54,23,14,14,13,200,-8,-30,198,269,360,8475726,,,
Quinton Byfield,23,"C,LW",LA,"$6,250,000",15.12,2.54,1.12,78,78,15.12,2.54,1.12,18.79,24,32,56,8,6,14,1,0,1,79,33,39,292,370,164,14,86,146,386,468,8482124,,,
Dylan Cozens,24,C,OTT,"$7,100,000",14.14,2.43,0.81,81,81,14.14,2.43,0.81,17.37,23,33,56,6,9,15,1,0,1,166,40,47,523,522,187,2,310,82,661,592,8481528,,,
Brock Boeser,28,RW,VAN,"$7,250,000",14.84,3.16,0.01,78,78,14.84,3.16,0.01,18.01,26,30,56,9,10,19,0,0,0,70,34,16,16,36,157,-2,-28,197,276,336,8478444,,,
JJ Peterka,24,"LW,RW",UTA,"$7,700,000",15.20,2.77,0.02,77,77,15.20,2.77,0.02,17.98,26,30,56,6,9,15,0,0,0,29,18,27,3,10,181,-1,-71,226,229,322,8482175,,,
Mikhail Sergachev,27,D,UTA,"$8,500,000",18.80,3.03,2.75,78,78,18.80,3.03,2.75,24.58,10,46,56,3,21,24,0,1,1,67,143,35,0,0,141,-4,421,47,667,333,8479410,,,
William Eklund,23,LW,SJ,"$863,333",15.91,2.85,1.08,76,76,15.91,2.85,1.08,19.84,20,35,55,8,10,18,0,1,1,51,57,29,24,48,148,-14,35,160,334,315,8482667,,,
Artturi Lehkonen,30,"LW,RW",COL,"$4,500,000",16.55,2.29,1.12,75,75,16.55,2.29,1.12,19.95,27,28,55,5,7,12,1,0,1,55,43,29,2,7,157,16,-31,199,269,319,8477476,,,
Ryan O'Reilly,34,C,NSH,"$4,500,000",14.86,2.74,1.10,78,78,14.86,2.74,1.10,18.70,22,33,55,7,10,17,1,0,1,23,59,20,659,516,145,-3,-131,259,220,569,8475158,,,
Pavel Zacha,28,"C,LW",BOS,"$4,750,000",14.50,2.49,1.66,81,81,14.50,2.49,1.66,18.65,20,35,55,5,8,13,1,0,1,72,32,19,354,297,132,3,-148,269,151,436,8478401,,,
Rickard Rakell,32,"C,LW,RW",PIT,"$5,000,000",16.04,2.49,0.01,80,80,16.04,2.49,0.01,18.53,28,27,55,8,6,14,0,0,0,122,65,17,15,22,193,-1,161,122,460,385,8476483,,,
Alexis Lafreniere,24,"LW,RW",NYR,"$7,450,000",15.63,2.25,0.01,82,82,15.63,2.25,0.01,17.88,24,31,55,4,6,10,0,0,0,118,28,32,16,32,175,-5,61,153,360,337,8482109,,,
Tomas Hertl,32,"C,LW",VGK,"$8,137,500",14.37,2.56,0.45,76,76,14.37,2.56,0.45,17.37,26,29,55,10,10,20,0,0,0,95,58,21,553,432,163,-2,131,129,431,567,8476881,,,
Pierre-Luc Dubois,27,"C,LW",WSH,"$8,500,000",14.99,2.08,0.11,82,82,14.99,2.08,0.11,17.17,22,33,55,6,6,12,0,0,0,72,54,63,530,542,150,9,222,97,521,535,8479400,,,
Dougie Hamilton,32,D,NJ,"$9,000,000",17.03,2.68,0.28,80,80,17.03,2.68,0.28,19.99,15,40,55,8,15,23,0,0,0,82,98,42,0,0,212,6,498,30,744,386,8476462,,,
Kent Johnson,23,"C,LW,RW",CBJ,"$1,800,000",14.22,2.54,0.36,78,78,14.22,2.54,0.36,17.12,22,32,54,5,11,16,0,1,1,11,37,17,7,23,136,-3,-215,312,85,286,8482660,,,
Cole Perfetti,24,"C,LW,RW",WPG,"$3,250,000",13.56,2.60,0.00,80,80,13.56,2.60,0.00,16.16,22,32,54,6,11,17,0,0,0,64,40,19,26,49,160,7,-45,204,255,337,8482149,,,
Conor Garland,29,RW,VAN,"$4,950,000",14.56,2.63,0.56,80,80,14.56,2.63,0.56,17.75,21,33,54,5,11,16,0,0,0,50,48,37,4,12,176,3,79,147,383,325,8478856,,,
Marco Rossi,24,C,MIN,"$5,000,000",15.57,2.38,0.07,82,82,15.57,2.38,0.07,18.01,24,30,54,7,8,15,0,0,0,54,43,34,419,480,143,-2,-57,213,293,493,8482079,,,
Zach Hyman,33,"LW,RW",EDM,"$5,500,000",15.57,2.95,0.06,68,68,15.57,2.95,0.06,18.58,32,22,54,9,5,14,0,0,0,59,25,28,3,4,191,21,15,169,314,352,8475786,,,
Matty Beniers,23,C,SEA,"$7,142,857",15.95,2.49,0.43,82,82,15.95,2.49,0.43,18.87,23,31,54,6,7,13,0,0,0,52,67,14,540,604,155,-5,-132,260,219,573,8482665,,,
Frank Nazar,22,C,CHI,"$950,000",14.75,2.75,0.97,78,78,14.75,2.75,0.97,18.47,26,27,53,6,10,16,1,1,2,50,56,30,249,306,162,-11,-12,190,339,436,8483493,,,
Shayne Gostisbehere,32,D,CAR,"$3,200,000",15.05,3.34,0.24,76,76,15.05,3.34,0.24,18.63,10,43,53,4,25,29,0,0,0,40,73,29,0,0,134,4,173,115,418,298,8476906,,,520
Valeri Nichushkin,30,"LW,RW",COL,"$6,125,000",15.25,2.99,1.40,68,68,15.25,2.99,1.40,19.63,28,25,53,10,6,16,1,0,1,85,35,14,2,1,173,4,-32,200,267,341,8477501,,,
